,test,pred,pred_upper,pred_lower
71457,17850,39772.11293018446,96202.14429861627,-16657.91843824734
71458,61000,39148.08072448174,95578.11209199028,-17281.9506430268
71459,19500,38893.099518680116,95323.1308854874,-17536.931848127162
71460,13650,39298.05538426161,95728.0867447324,-17131.975976209178
71461,13650,38670.84940348504,95100.88076335442,-17759.181956384353
71462,25000,37188.11078467706,93618.14214103794,-19241.92057168381
71463,15750,37232.706831100426,93662.73818643483,-19197.324524233976
71464,105000,36725.07078051731,93155.10213508454,-19704.960574049932
71465,14500,37159.222762930614,93589.25410883976,-19270.808582978527
71466,35000,38278.34305643356,94708.37440175987,-18151.68828889275
71467,17500,38137.13045684082,94567.16179964927,-18292.900885967618
71468,39300,36466.906177074896,92896.93751873539,-19963.12516458559
71469,10000,37393.26290506068,93823.29424594456,-19036.768435823207
71470,31500,36756.714114242895,93186.74544865673,-19673.31722017094
71471,78750,35744.7133326846,92174.7446661422,-20685.318000772997
71472,10000,36885.2045276176,93315.23586039944,-19544.826805164244
71473,31500,37278.51153181623,93708.54285217787,-19151.519788545404
71474,37000,36395.90612227989,92825.93744151067,-20034.12519695088
71475,28000,36050.45047810982,92480.48179644803,-20379.580840228387
71476,14500,36681.34118519598,93111.37250240613,-19748.690132014162
71477,97000,35716.093518965106,92146.12482793519,-20713.937790004966
71478,28000,36205.97503000208,92636.00633836433,-20224.05627836017
71479,89000,37603.78477118774,94033.8160685775,-18826.246526202012
71480,43000,38287.26569169153,94717.29698810613,-18142.765604723063
71481,14700,38227.76678204314,94657.79807727953,-18202.264513193244
71482,8800,39102.07937051463,95532.1106639463,-17327.95192291704
71483,10500,37329.63557935254,93759.66687206396,-19100.39571335887
71484,33600,36251.16031510183,92681.19160620891,-20178.870976005266
71485,27800,36705.54916353643,93135.58045375269,-19724.482126679817
71486,20300,35948.267459546194,92378.29874461303,-20481.76382552064
71487,28350,35647.65061539591,92077.68189983818,-20782.380669046353
71488,54000,35595.203226455546,92025.2344958779,-20834.82804296681
71489,13500,35432.929582593235,91862.96085101034,-20997.10168582388
71490,2500,35606.202607076324,92036.23387471968,-20823.828660567022
71491,25200,34858.55181972934,91288.58308405557,-21571.479444596895
71492,27800,33590.61100245768,90020.64226568383,-22839.42026076848
71493,50000,33888.95147423739,90318.9827365531,-22541.07978807832
71494,70000,34248.152457708406,90678.18371764425,-22181.87880222743
71495,29400,34587.25590947099,91017.2871687242,-21842.775349782227
71496,28350,35552.46988825595,91982.50112589996,-20877.561349388052
71497,45000,35223.03182729052,91653.06306438275,-21206.999409801705
71498,15435,34670.32526708806,91100.35650286416,-21759.70596868804
71499,75000,35211.97735440267,91642.0085885741,-21218.053879768755
71500,22500,35412.71313519936,91842.7443680769,-21017.318097678188
71501,12600,35330.72222672398,91760.7534580492,-21099.30900460125
71502,37000,35642.67794479284,92072.70917545943,-20787.353285873745
71503,33600,34375.2334921295,90805.25488649022,-22054.787902231226
71504,21300,34699.19556585959,91129.2169492621,-21730.825817542922
71505,13000,35086.042057682236,91516.06328774201,-21343.97917237754
71506,52500,33662.32071928898,90092.3419479731,-22767.700509395123
71507,19200,33871.8575311124,90301.87875916983,-22558.16369694504
71508,35590,34382.42364853236,90812.44487306091,-22047.597575996188
71509,25300,33850.22157103976,90280.24279439676,-22579.799652317255
71510,92000,33459.764822975085,89889.78604555479,-22970.25639960463
71511,24150,34896.455934950776,91326.4771492811,-21533.565279379545
71512,68250,35297.547379424876,91727.56859307231,-21132.47383422256
71513,37275,35835.929510182854,92265.95071754094,-20594.09169717523
71514,17000,35883.8018759742,92313.82308270005,-20546.219330751665
71515,23100,36172.278814671474,92602.30001753451,-20257.74238819156
71516,28000,35133.06761959744,91563.08882116337,-21296.953581968497
71517,120000,34788.08815033683,91218.10935095447,-21641.933050280822
71518,60000,36587.210805253446,93017.23200195204,-19842.810391445157
71519,105000,38058.534313965116,94488.55550991265,-18371.48688198242
71520,42000,39799.24716225806,96229.2683566725,-16630.774032156376
71521,54600,40133.014822803874,96563.03601623345,-16297.006370625706
71522,27500,40926.211878682785,97356.23306925345,-15503.809311887868
71523,20000,40345.69036346665,96775.71155331092,-16084.330826377605
71524,54600,39987.108168217834,96417.12931504601,-16442.91297861035
71525,60000,39932.17440895153,96362.19555298926,-16497.846735086197
71526,16485,40413.35729132128,96843.37843408197,-16016.663851439414
71527,14700,40678.422839160645,97108.44398112551,-15751.598302804225
71528,34500,39513.89296027396,95943.91408875033,-16916.128168202413
71529,16000,38789.04776178874,95219.06888933448,-17640.973365757003
71530,17000,38956.66551272797,95386.68663896351,-17473.355613507578
71531,73500,38042.80456718551,94472.82568818325,-18387.216553812228
71532,7140,37949.98874459998,94380.00986490965,-18480.032375709692
71533,8000,38653.405107009516,95083.42622238748,-17776.61600836845
71534,27000,37613.84638566605,94043.86750040977,-18816.174729077677
71535,15000,36028.37587282645,92458.39698417002,-20401.645238517107
71536,65000,36602.64659087175,93032.66770109715,-19827.374519353645
71537,28350,36636.478777412834,93066.49988278371,-19793.542327958035
71538,35000,36327.455666645736,92757.47677083305,-20102.56543754157
71539,28000,37131.51647666331,93561.53757998854,-19298.504626661925
71540,91000,36193.208326713546,92623.22940983059,-20236.812756403502
71541,36500,37036.68236035116,93466.70344283486,-19393.33872213254
71542,24500,38407.38045915961,94837.40153953241,-18022.640621213184
71543,25000,37923.781484370425,94353.80256253695,-18506.239593796097
71544,17850,36779.85619085072,93209.87726827487,-19650.164886573424
71545,31000,37052.80200624159,93482.82306082043,-19377.21904833726
71546,45000,36504.74446433647,92934.76551832304,-19925.276589650093
71547,23100,36175.312316815005,92605.33336965863,-20254.708736028624
71548,29500,36730.67836984855,93160.69941987412,-19699.34268017701
71549,73000,36159.91151671684,92589.93256608566,-20270.10953265197
71550,140000,36276.34322902968,92706.36427567463,-20153.67781761528
71551,189000,39225.77782141596,95655.7988631304,-17204.24322029848
71552,91000,43339.24872757439,99769.26975908593,-13090.772303937141
71553,23000,46184.34532329615,102614.36635304277,-10245.67570645047
71554,22000,46349.46235205507,102779.48338083309,-10080.558676722962
71555,23000,44560.26563958767,100990.28666747904,-11869.755388303704
71556,111300,44306.41079608194,100736.43182114916,-12123.610228985286
71557,26250,45499.66260196261,101929.68362568234,-10930.358421757119
71558,55000,45749.73519044808,102179.75621241282,-10680.285831516645
71559,45000,46183.48416346828,102613.50518460912,-10246.536857672552
71560,30900,45354.07030686858,101784.09131016876,-11075.950696431595
71561,18900,45793.25941109301,102223.28041353484,-10636.761591348833
71562,83000,45032.8055642407,101462.82656327753,-11397.215434796133
71563,50000,44757.38301609808,101187.40401439668,-11672.637982200518
71564,41000,46049.68184793269,102479.70281060206,-10380.339114736671
71565,157500,46252.59431580238,102682.6152773852,-10177.42664578044
71566,22500,47013.03047482573,103443.05143561057,-9416.990485959104
71567,21000,49206.25685685084,105636.27781634349,-7223.764102641799
71568,110000,48697.702956278576,105127.72391514573,-7732.318002588581
71569,63000,47068.05493871808,103498.07589233574,-9361.966014899575
71570,54600,50316.61532254514,106746.6362750373,-6113.40562994701
71571,131250,50880.01119746633,107310.03214915478,-5550.009754222112
71572,28800,50023.66389229329,106453.68483428001,-6406.357049693426
71573,18000,52807.35298819415,109237.37392900913,-3622.667952620839
71574,20000,52024.44879648586,108454.469736712,-4405.572143740275
71575,41790,48513.269651222836,104943.29058919485,-7916.751286749175
71576,50000,50116.51229989726,106546.53323656943,-6313.50863677491
71577,14000,49928.39999564594,106358.42093158395,-6501.6209402920795
71578,27000,48125.042118789475,104555.06304816819,-8304.978810589237
71579,85000,48417.92005867679,104847.94098730787,-8012.10086995428
71580,118000,48276.7521060696,104706.77303288408,-8153.268820744888
71581,14500,49869.488428185956,106299.5093543248,-6560.532497952881
71582,32550,51250.8270824797,107680.8479841548,-5179.193819195396
71583,23000,49520.53042413549,105950.55132521484,-6909.490476943858
71584,17640,48073.55839614713,104503.57929042185,-8356.4624981276
71585,63000,48696.95312800132,105126.97402133285,-7733.067765330212
71586,26250,47595.114214626636,104025.13510605144,-8834.906676798171
71587,12300,47336.70121688317,103766.72210718298,-9093.319673416634
71588,81000,47505.95305273912,103935.97394208939,-8924.06783661116
71589,41000,46323.482200857194,102753.50308855985,-10106.538686845466
71590,95000,47213.271426281266,103643.292312966,-9216.749460403473
71591,73000,48849.29983897688,105279.32072456443,-7580.72104661067
71592,14883,48494.37332376533,104924.39420831297,-7935.647560782309
71593,49000,49317.226434562,105747.24731750722,-7112.7944483832325
71594,19000,48484.553808220924,104914.57469020414,-7945.467073762287
71595,34650,47163.97318911791,103593.99406959175,-9266.047691355925
71596,18000,47796.85257675916,104226.87345620862,-8633.168302690297
71597,28000,46346.48220806118,102776.50301018343,-10083.538594061065
71598,31000,45572.753173708894,102002.77397434766,-10857.26762692986
71599,23000,45590.79467073025,102020.81546661485,-10839.22612515436
71600,44800,44717.54960598904,101147.57040118965,-11712.471189211552
71601,39900,44339.97580801784,100769.99657093751,-12090.044954901816
71602,50400,44554.02199245801,100984.04275419452,-11875.998769278507
71603,50400,44570.13425897001,101000.15502006417,-11859.88650212415
71604,60000,44552.97835215585,100982.99910683806,-11877.042402526364
71605,28000,45176.46152101754,101606.4822746526,-11253.559232617517
71606,37000,44999.49958142559,101429.52033409302,-11430.521171241831
71607,18000,44499.94461685527,100929.9653613985,-11930.076127687964
71608,59000,43880.911092006994,100310.93183593251,-12549.109651918516
71609,64000,43962.417196159215,100392.43793511427,-12467.603542795841
71610,14700,44346.147996814376,100776.16873459081,-12083.872740962055
71611,18000,44522.509507744915,100952.5302444351,-11907.511228945266
71612,17000,43361.38644133377,99791.3900113595,-13068.617128691956
71613,10000,42068.887222807345,98498.89077199047,-14361.11632637577
71614,33000,41934.874962624424,98364.87848928465,-14495.128564035796
71615,96000,40999.15461140289,97429.15805561992,-15430.84883281414
71616,40000,41645.57236251542,98075.57579851046,-14784.431073479609
71617,57750,43223.47507520246,99653.47850727933,-13206.528356874405
71618,33000,43250.1821507509,99680.18558209733,-13179.821280595534
71619,110000,42273.72763598225,98703.73083598985,-14156.275564025345
71620,47000,44290.75232202886,100720.75551760421,-12139.250873546502
71621,21000,45084.74127637431,101514.74447056826,-11345.261917819626
71622,43000,44755.15079307385,101185.15398621708,-11674.85240006938
71623,78000,43651.33191157828,100081.33509624783,-12778.67127309127
71624,31500,44620.19814758688,101050.20133154377,-11809.805036370002
71625,40000,45395.85880720891,101825.8619873887,-11034.14437297087
71626,45000,44592.47769868784,101022.4808774002,-11837.525480024524
71627,73500,44148.1781947871,100578.18137240861,-12281.824982834412
71628,20000,45431.61176263438,101861.61493035778,-10998.391405089038
71629,14700,45167.14380860973,101597.14697561611,-11262.85935839665
71630,22000,44076.902481632285,100506.9056468038,-12353.100683539233
71631,27300,43041.40366350729,99471.40682661826,-13388.599499603675
71632,63900,42839.713258487594,99269.71642049655,-13590.28990352137
71633,17900,42963.06205475553,99393.06521242435,-13466.94110291329
71634,39800,42829.65792446091,99259.6610813165,-13600.345232394677
71635,35700,42691.12161388372,99121.1239375872,-13738.880709819765
71636,18500,41929.458136375215,98359.46045811864,-14500.54418536822
71637,34650,42006.89639400647,98436.89851948207,-14423.105731469128
71638,38500,41351.3469502784,97781.34906984444,-15078.655169287646
71639,42000,40892.84304334868,97322.8451621265,-15537.159075429146
71640,29000,41535.91221320698,97965.91331663661,-14894.088890222643
71641,80000,41051.39851557246,97481.39942958318,-15378.602398438263
71642,24150,41325.043604576276,97755.04450672994,-15104.957297577392
71643,8000,41964.51470683298,98394.5156077929,-14465.486194126934
71644,16000,41292.154997209145,97722.15589729883,-15137.845902880537
71645,19845,39381.55779590044,95811.55733538428,-17048.441743583397
71646,70350,39325.43325726899,95755.43259757827,-17104.566083040292
71647,170000,39871.14463835952,96301.14394557492,-16558.854668855885
71648,15225,42096.04586978903,98526.04517504608,-14333.953435468015
71649,24000,44539.48668638832,100969.4859899241,-11890.512617147455
71650,77000,43557.63767861281,99987.63698133244,-12872.361624106823
71651,26250,41559.44059891174,97989.43989402405,-14870.558696200584
71652,60000,44124.44105526931,100554.44034917388,-12305.558238635262
71653,12600,44101.83230708126,100531.83159886193,-12328.166984699412
71654,40000,41894.77866199845,98324.7779521319,-14535.220628135008
71655,65100,43198.62024359238,99628.61953267624,-13231.379045491485
71656,38000,42895.64091850507,99325.6402028526,-13534.358365842461
71657,34600,42954.63346783341,99384.63275138394,-13475.365815717123
71658,14700,43441.302106839634,99871.30137268231,-12988.697159003044
71659,73500,42053.84412220403,98483.84338680134,-14376.155142393276
71660,65000,42273.420778049054,98703.42004170938,-14156.578485611266
71661,16500,43579.49079886613,100009.48834985173,-12850.506752119472
71662,30000,43644.058931732274,100074.0564484437,-12785.938584979158
71663,37800,42207.13250546393,98637.12994926526,-14222.8649383374
71664,26250,41966.13938260371,98396.13681646285,-14463.858051255433
71665,43000,42386.131113660056,98816.12854511777,-14043.866317797656
71666,24000,41642.77036753527,98072.76779815488,-14787.227063084334
71667,33070,41256.23666449066,97686.23383639242,-15173.760507411105
71668,14200,41404.254246214856,97834.25141659139,-15025.742924161677
71669,31500,40304.96599783956,96734.96316622612,-16125.031170547009
71670,26900,39915.09068655064,96345.0878536725,-16514.90648057122
71671,20500,39683.9486202254,96113.94578384154,-16746.048543390738
71672,80000,39224.67040197848,95654.6675646861,-17205.326760729135
71673,48000,39526.29602796845,95956.2927377047,-16903.700681767798
71674,15000,40529.36297029098,96959.35967882036,-15900.633738238394
71675,53000,40623.02884520177,97053.02555264317,-15806.967862239639
71676,47000,39370.18255342307,95800.17900409,-17059.81389724386
71677,17800,40078.92502220842,96508.9210449123,-16351.07100049546
71678,42000,40592.33112864704,97022.32690493939,-15837.664647645302
71679,47250,39222.263494911844,95652.25926926712,-17207.732279443422
71680,26200,39485.11876216917,95915.11453505732,-16944.877010718978
71681,56000,40294.044578067434,96724.04034863842,-16135.951192503548
71682,22800,39554.265271697324,95984.26104096061,-16875.730497565957
71683,63000,39443.98211434253,95873.97788108655,-16986.01365240149
71684,72000,40356.530869961156,96786.52663558663,-16073.464895664329
71685,40000,40432.21896428841,96862.21471540749,-15997.776786830662
71686,37500,41522.089289547264,97952.08503881833,-14907.906459723803
71687,26200,41350.43527173168,97780.43067159387,-15079.560128130506
71688,30000,40300.18452385731,96730.17992169286,-16129.810873978247
71689,19000,40490.69570385429,96920.69109917892,-15939.299691470333
71690,95000,39906.11400708731,96336.10940087034,-16523.881386695728
71691,31500,40264.128847192515,96694.12423957113,-16165.866545186102
71692,140000,41366.99797573359,97796.99336488632,-15062.997413419136
71693,72000,43276.599606652,99706.5949923737,-13153.395779069702
71694,45150,44169.83996986082,100599.83535320491,-12260.15541348327
71695,34650,45996.981836022045,102426.97721846451,-10433.013546420421
71696,12000,44296.61757106557,100726.61242649799,-12133.377284366841
71697,63000,43493.17269548612,99923.16738755777,-12936.821996585524
71698,34650,44170.543124641874,100600.53771793225,-12259.451468648513
71699,54600,43706.83245519867,100136.82704547144,-12723.16213507409
71700,23000,44224.98900539914,100654.98359423259,-12205.005583434315
71701,60000,43750.880585283274,100180.87517258155,-12679.114002015005
71702,19000,43748.208132052925,100178.20271700992,-12681.786452904067
71703,42000,43502.507128456826,99932.50171229157,-12927.487455377923
71704,12000,43436.97367811896,99866.96825091957,-12993.02089468165
71705,16000,42306.4397116335,98736.43428372212,-14123.554860455115
71706,50000,41867.13506994299,98297.12964010958,-14562.859500223603
71707,37800,41346.55028467043,97776.54485246434,-15083.44428312347
71708,25200,41618.643923861746,98048.63849069641,-14811.35064297291
71709,42000,41703.257242930464,98133.24372752852,-14726.729241667585
71710,18300,40793.66909321585,97223.65556467009,-15636.317378238382
71711,92400,40617.33349580509,97047.31976506347,-15812.652773453294
71712,31000,41553.06453678093,97983.05080465134,-14876.921731089496
71713,50000,41821.34527220587,98251.33153889918,-14608.640994487432
71714,55000,42433.85525317271,98863.84151078234,-13996.131004436924
71715,18000,41687.329643690806,98117.31590057384,-14742.65661319223
71716,67000,42148.70277671452,98578.68903041168,-14281.283476982651
71717,21000,42213.36301366479,98643.34926581098,-14216.6232384814
71718,18900,41600.39015820892,98030.37640870138,-14829.596092283544
71719,17500,41789.44156164781,98219.42780725853,-14640.544683962922
71720,42000,40165.056460238426,96595.04270507579,-16264.929784598928
71721,8400,40015.28523702973,96445.27147705836,-16414.70100299888
71722,48000,40091.14570345462,96521.13194203848,-16338.840535129253
71723,17000,39473.13562774498,95903.12186481677,-16956.850609326808
71724,18000,38881.62215028517,95311.60838436443,-17548.364083794084
71725,28350,39031.348400516195,95461.33463370302,-17398.637832670633
71726,18900,37724.83043504262,94154.81552667961,-18705.15465659437
71727,13125,37507.570671256355,93937.55557664279,-18922.414234130076
71728,44100,37281.34234498003,93711.32724595576,-19148.6425559957
71729,24000,36514.54402991999,92944.52893014996,-19915.440870309976
71730,110000,36667.08487278418,93097.06977023432,-19762.900024665963
71731,19845,38177.4453799129,94607.43027567447,-18252.539515848686
71732,43000,38631.81187109794,95061.79676512111,-17798.17302292522
71733,54600,38991.84541913737,95421.83031008976,-17438.139471815026
71734,12000,37887.2868580256,94317.27174807664,-18542.698032025437
71735,19000,38665.243940154614,95095.22741011353,-17764.73952980429
71736,22000,37980.37137444776,94410.35482942773,-18449.61208053222
71737,12100,36324.87507493567,92754.85839924715,-20105.108249375815
71738,19425,36661.0579712345,93091.04128763877,-19768.925345169766
71739,15000,36065.59934516298,92495.58265750758,-20364.383967181624
71740,13800,34870.923481614314,91300.90679305838,-21559.059829829755
71741,7000,34830.552529627064,91260.53131884681,-21599.426259592685
71742,17000,34095.47777666189,90525.45652800961,-22334.500974685827
71743,64000,33068.60862204406,89498.58729239568,-23361.370048307544
71744,41500,33555.552645925134,89985.5313086642,-22874.42601681393
71745,14500,34557.885235000176,90987.8636054305,-21872.093135430143
71746,15435,34460.63265805547,90890.61102739732,-21969.345711286383
71747,66000,32994.46008556108,89424.43805286114,-23435.517881738975
71748,31500,33411.335268318464,89841.31322475523,-23018.642688118292
71749,100000,34656.215410171826,91086.19336401916,-21773.76254367551
71750,41000,35678.58403044722,92108.56198277048,-20751.393921876035
71751,15000,36130.35623341973,92560.33418055088,-20299.62171371142
71752,17000,36789.602553727615,93219.58049998102,-19640.37539252579
71753,43000,34703.30729464304,91133.2852342793,-21726.670644993224
71754,21000,34608.787957889224,91038.76589611618,-21821.18998033773
71755,27300,35503.24613251603,91933.2240690986,-20926.73180406652
71756,13650,34806.06902546424,91236.04695714591,-21623.90890621743
71757,17000,33742.807489025865,90172.78541988174,-22687.170441830007
71758,35000,33771.67681972601,90201.65474320686,-22658.30110375485
71759,17000,33357.93755567339,89787.9154777215,-23072.040366374727
71760,58800,33127.11486717652,89557.09278773182,-23302.863053378773
71761,95000,33596.827397326735,90026.80531344793,-22833.150518794457
71762,25000,34814.003205139015,91243.98112045578,-21615.97471017774
71763,61000,36316.778787589355,92746.7566959786,-20113.1991207999
71764,34000,36159.158180802464,92589.13608785234,-20270.819726247413
71765,50000,35387.15799311642,91817.13589854988,-21042.819912317034
71766,94500,36861.293551977185,93291.2714526912,-19568.68434873684
71767,25500,37479.30826738922,93909.28616722871,-18950.66963245027
71768,30450,38294.01514848583,94723.992246699,-18135.96194972733
71769,50000,38281.93965974416,94711.91653354609,-18148.03721405776
71770,10500,36978.72435513463,93408.70122804205,-19451.25251777278
71771,65378,37622.82392418755,94052.80015482956,-18807.15230645446
71772,19845,37926.835252322126,94356.81125960738,-18503.140754963133
71773,57750,37174.48858035377,93604.46458629574,-19255.48742558821
71774,22000,38210.46209227256,94640.43809656135,-18219.513912016228
71775,89250,37621.71386869374,94051.68986906458,-18808.26213167709
71776,52500,38477.3862632093,94907.36226263641,-17952.589736217808
71777,35700,39495.996977529314,95925.97296466772,-16933.979009609087
71778,90000,40233.28266839,96663.25865420743,-16196.69331742743
71779,79000,39829.53289825849,96259.50888152888,-16600.443085011895
71780,34000,41657.57868037234,98087.5546562216,-14772.397295476927
71781,44000,43119.29985930475,99549.2758343383,-13310.676115728806
71782,73500,41549.45472803643,97979.43069833289,-14880.52124226003
71783,19425,41749.18413390949,98179.16010244176,-14680.791834622789
71784,43000,43165.01736825396,99594.99333520026,-13264.958598692334
71785,48300,42282.73286378367,98712.70882615563,-14147.24309858829
71786,70000,41315.47151913689,97745.44748064273,-15114.504442368961
71787,42000,43252.02428198238,99682.00023862768,-13177.951674662909
71788,94500,43586.45216705776,100016.42812215348,-12843.52378803795
71789,21000,43835.265840836975,100265.24179366881,-12594.710111994864
71790,87150,44411.2922055451,100841.26815642434,-12018.683745334136
71791,56700,45223.44961710938,101653.4255650779,-11206.526330859138
71792,65000,44880.22291323777,101310.19885908082,-11549.75303260528
71793,25500,46643.3084606381,103073.28440529312,-9786.667484016922
71794,37650,46013.17191003054,102443.14722441116,-10416.803404350081
71795,25000,45136.71307551389,101566.68838763573,-11293.262236607945
71796,65000,44734.02549473384,101164.00080530763,-11695.949815839951
71797,81900,45120.993607295226,101550.96891496562,-11308.981700375167
71798,42000,45913.934598568456,102343.9099048881,-10516.040707751199
71799,59850,47009.4126280996,103439.38793042327,-9420.562674224071
71800,75000,46765.62450471919,103195.59980574998,-9664.350796311599
71801,57750,46672.04365976595,103102.01871610836,-9757.93139657646
71802,95000,48303.62794054343,104733.60255081214,-8126.346669725273
71803,47000,49084.744644091596,105514.71925140473,-7345.229963221544
71804,43000,49249.256848335164,105679.23145295835,-7180.717756288024
71805,34500,49650.50432625108,106080.47892901472,-6779.470276512555
71806,73000,48388.320998549,104818.29559933905,-8041.653602241044
71807,34650,48734.575986030664,105164.55058467921,-7695.398612617879
71808,93000,49390.67145909617,105820.64605611368,-7039.303137921343
71809,21000,49855.809580315276,106285.78417520871,-6574.165014578153
71810,61900,49533.23078399334,105963.20537701627,-6896.743809029598
71811,56000,50014.89616153769,106444.87075204156,-6415.078428966182
71812,82000,49252.458433558335,105682.43302276227,-7177.5161556456005
71813,24150,50763.195114499205,107193.16969389464,-5666.77946489623
71814,5000,50866.82134128017,107296.79591978551,-5563.15323722516
71815,13000,49177.82554128546,105607.80011728487,-7252.149034713941
71816,30000,47138.95058771602,103568.92516130944,-9291.0239858774
71817,13500,46923.55993169548,103353.5345033811,-9506.414639990136
71818,100000,46539.4491143831,102969.42368404526,-9890.525455279072
71819,28350,46642.89907777035,103072.873645065,-9787.075489524308
71820,40950,47472.55338648041,103902.52795192094,-8957.421178960125
71821,34650,47885.48991398179,104315.46447787835,-8544.484649914775
71822,25000,45821.3444971678,102251.3190569159,-10608.63006258032
71823,126000,46092.852222265894,102522.82678080513,-10337.122336273336
71824,41895,47409.752176355396,103839.72673179032,-9020.222379079525
71825,37800,48480.22843915879,104910.20299337611,-7949.7461150585295
71826,36000,48956.34524623171,105386.31945737224,-7473.6289649088285
71827,18900,46708.018996227234,103137.99290670539,-9721.954914250928
71828,16500,46715.29966945046,103145.27356885353,-9714.674229952616
71829,23000,46303.46344720563,102733.43734347224,-10126.510449060981
71830,85000,44630.17742416583,101060.15131936765,-11799.796471035996
71831,56000,45297.51012636812,101727.48356535455,-11132.463312618303
71832,30450,46906.46857246205,103336.44178893161,-9523.504644007517
71833,22050,46894.967009424305,103324.94022320319,-9535.006204354577
71834,57700,45026.712093307164,101456.6853039442,-11403.26111732988
71835,31500,45070.39181933961,101500.36502876904,-11359.581390089828
71836,32000,45720.17675131655,102150.14995175367,-10709.796449120578
71837,8000,45209.482364111434,101639.45556368466,-11220.490835461787
71838,30000,43673.33928447383,100103.31247985316,-12756.633910905519
71839,26500,43251.50520176143,99681.4783955148,-13178.467991991936
71840,61000,42799.25195322587,99229.22514520746,-13630.72123875573
71841,35700,43086.2221867903,99516.1953756416,-13343.751002061006
71842,84000,43315.07204237954,99745.04523008845,-13114.901145329364
71843,26250,44088.93217452399,100518.90535240689,-12341.041003358914
71844,47250,44129.903590660135,100559.87676767695,-12300.06958635668
71845,65000,44280.18691409018,100710.16008458873,-12149.786256408363
71846,15750,43780.207759066936,100210.18092812144,-12649.765409987573
71847,52500,44421.56575291842,100851.53891921398,-12008.40741337715
71848,63000,44043.68225409682,100473.65541850228,-12386.290910308642
71849,13600,43610.60908032321,100040.58224332563,-12819.364082679203
71850,29400,44630.77291430639,101060.7460740351,-11799.200245422311
71851,42000,43451.37260493088,99881.34576363361,-12978.600553771837
71852,35700,42205.89430623615,98635.86634161203,-14224.077729139724
71853,108150,43302.170177117165,99732.14193803688,-13127.801583802546
71854,65000,44298.1044055673,100728.07616272612,-12131.867351591536
71855,34600,45372.16711753115,101802.13887124907,-11057.804636186782
71856,35300,46363.32309391651,102793.29484664061,-10066.648658807593
71857,25700,44556.61844460895,100986.58923165951,-11873.352342441613
71858,17800,43959.180747982595,100389.15153247138,-12470.790036506201
71859,14900,44031.79108141117,100461.76165135347,-12398.179488531132
71860,78700,42651.796343761176,99081.76691199,-13778.174224467642
71861,12500,42667.19495489598,99097.1655210168,-13762.775611224832
71862,28000,43538.266729592484,99968.23729383177,-12891.703834646803
71863,80000,43010.26270753816,99440.233270433,-13419.707855356683
71864,54600,41895.82794750863,98325.79850476215,-14534.142609744886
71865,32000,44093.34256765113,100523.31312396117,-12336.627988658904
71866,160000,44647.587841708155,101077.55838491904,-11782.382701502727
71867,37500,44697.50789207948,101127.4784330149,-11732.462648855944
71868,22050,47397.06184234821,103827.03176532217,-9032.908080625763
71869,31000,48105.15686306276,104535.12672073726,-8324.81299461174
71870,28941,43898.86033945123,100328.82999622787,-12531.109317325405
71871,19000,44625.706673795255,101055.67632809721,-11804.26298050669
71872,73500,45295.2843225282,101725.25397345761,-11134.68532840121
71873,75000,44041.254541493894,100471.22419091682,-12388.715107929034
71874,21000,45351.916083453514,101781.88573173061,-11078.053564823582
71875,12240,46763.04751624258,103193.01715473502,-9666.92212224986
71876,63000,44437.493575794855,100867.46321340441,-11992.476061814705
71877,18110,43370.43101959706,99800.40065204274,-13059.538612848606
71878,25200,44701.3483294681,101131.31796048276,-11728.62130154657
71879,17000,44187.28600931489,100617.25563880595,-12242.683620176169
71880,29400,41944.461158928316,98374.43078079246,-14485.508462935839
71881,65000,42217.322972678405,98647.29259364423,-14212.646648287417
71882,33000,42721.28567477035,99151.25528381002,-13708.683934269327
71883,21000,42825.14812003853,99255.11772768278,-13604.82148760571
71884,17000,42545.83931731382,98975.80892354093,-13884.1302889133
71885,31500,41072.993829437575,97502.96342267694,-15356.97576380179
71886,11000,40665.51576579309,97095.48535819403,-15764.453826607845
71887,14000,40449.964395469106,96879.9339847507,-15980.005193812489
71888,12000,39456.58612435359,95886.55571148221,-16973.38346277504
71889,35700,38233.147548497465,94663.11713424894,-18196.82203725401
71890,16500,38203.27932133048,94633.24889956268,-18226.69025690171
71891,16000,38005.94497047793,94435.91454777378,-18424.02460681791
71892,9000,37327.09040501056,93757.0599739503,-19102.879163929167
71893,47250,36159.74847415406,92589.71804167706,-20270.221093368942
71894,18000,36165.24225387446,92595.21181954988,-20264.72731180097
71895,40000,36332.32943468239,92762.29899749267,-20097.64012812789
71896,18200,36308.69987746004,92738.66943912023,-20121.269684200146
71897,9300,35300.29499859782,91730.25953199883,-21129.669534803194
71898,15000,35118.33908906531,91548.30354622297,-21311.625368092362
71899,23000,34064.93303553924,90494.89746935645,-22365.031398277984
71900,10500,33563.69788504626,89993.66226032662,-22866.2664902341
71901,6000,33461.76648375515,89891.73085457992,-22968.197887069626
71902,16000,32683.54408667676,89113.508162641,-23746.419989287475
71903,25000,31551.53033773762,87981.49406601352,-24878.433390538274
71904,10000,31510.474363386973,87940.43808532968,-24919.48935855573
71905,26000,31384.73644146144,87814.70016230403,-25045.227279381146
71906,19400,30885.470203976376,87315.4335576595,-25544.49314970675
71907,21000,30482.345461377245,86912.3088045692,-25947.617881814713
