자치구명,층,임대면적,보증금,계약일,건축년도,임대건물명,경제활동인구,기준금리,전세가격비율
강동구,2,137.7,49350,2022-03-14,1982,아파트,28310,0.5,65.3
서초구,4,110.59,91350,2022-03-14,1999,아파트,28310,0.5,65.3
동작구,11,114.97,98000,2022-03-14,2004,아파트,28310,0.5,65.3
서초구,32,111.01,175000,2022-03-14,2018,아파트,28310,0.5,65.3
강남구,8,101.38,131200,2022-03-14,2007,아파트,28310,0.5,65.3
영등포구,3,150.65,73500,2022-03-14,1976,아파트,28310,0.5,65.3
양천구,13,108.28,72450,2022-03-14,1987,아파트,28310,0.5,65.3
양천구,1,157.59,130000,2022-03-14,1987,아파트,28310,0.5,65.3
동작구,-1,105.32,28000,2022-03-14,2009,다세대/연립,28310,0.5,65.3
노원구,20,114.97,53000,2022-03-13,2002,아파트,28310,0.5,65.3
용산구,4,103.74,40000,2022-03-13,1977,아파트,28310,0.5,65.3
동대문구,1,128.57,33600,2022-03-13,1987,아파트,28310,0.5,65.3
송파구,5,108.81,75000,2022-03-13,2022,아파트,28310,0.5,65.3
용산구,4,104.66,46000,2022-03-13,1982,아파트,28310,0.5,65.3
강남구,13,105.45,87000,2022-03-13,1983,아파트,28310,0.5,65.3
구로구,15,117.01,63000,2022-03-12,2007,오피스텔,28310,0.5,65.3
성동구,7,114.59,48300,2022-03-12,1989,아파트,28310,0.5,65.3
서초구,6,191.67,124000,2022-03-12,2006,아파트,28310,0.5,65.3
관악구,2,105.36,37800,2022-03-12,1993,아파트,28310,0.5,65.3
동작구,12,128.61,60900,2022-03-12,2006,아파트,28310,0.5,65.3
강서구,5,129.2,65000,2022-03-12,2002,아파트,28310,0.5,65.3
송파구,10,108.98,95000,2022-03-12,2021,아파트,28310,0.5,65.3
송파구,3,108.05,95000,2022-03-12,2022,아파트,28310,0.5,65.3
송파구,11,163.44,98700,2022-03-12,1988,아파트,28310,0.5,65.3
송파구,3,108.05,95000,2022-03-12,2022,아파트,28310,0.5,65.3
송파구,10,108.81,75000,2022-03-12,2022,아파트,28310,0.5,65.3
용산구,12,113.31,70000,2022-03-12,2007,아파트,28310,0.5,65.3
송파구,13,108.81,75000,2022-03-12,2022,아파트,28310,0.5,65.3
강남구,7,145.69,103950,2022-03-12,1984,아파트,28310,0.5,65.3
영등포구,2,117.54,38535,2022-03-12,1984,아파트,28310,0.5,65.3
노원구,26,114.99,44000,2022-03-12,2000,아파트,28310,0.5,65.3
송파구,12,130.93,95000,2022-03-12,1984,아파트,28310,0.5,65.3
중구,4,122.28,47250,2022-03-12,1993,아파트,28310,0.5,65.3
은평구,10,101.94,49350,2022-03-12,2010,아파트,28310,0.5,65.3
동작구,14,124.77,73000,2022-03-12,1997,아파트,28310,0.5,65.3
노원구,8,115.47,67200,2022-03-12,1993,아파트,28310,0.5,65.3
구로구,21,115,65000,2022-03-12,2001,아파트,28310,0.5,65.3
동작구,14,118.14,89200,2022-03-12,2012,아파트,28310,0.5,65.3
송파구,7,100.31,110000,2022-03-12,1988,아파트,28310,0.5,65.3
서초구,3,136.44,170000,2022-03-12,2010,아파트,28310,0.5,65.3
강남구,1,110.25,90000,2022-03-12,1981,아파트,28310,0.5,65.3
강남구,6,101.09,63000,2022-03-12,1978,아파트,28310,0.5,65.3
강남구,1,108.88,71400,2022-03-12,1982,아파트,28310,0.5,65.3
송파구,1,131.08,105000,2022-03-12,1981,아파트,28310,0.5,65.3
강서구,6,116.92,56700,2022-03-12,2006,아파트,28310,0.5,65.3
성동구,4,114.76,65100,2022-03-12,2005,아파트,28310,0.5,65.3
강남구,2,134.9,199500,2022-03-12,2006,아파트,28310,0.5,65.3
금천구,1,114.84,49000,2022-03-12,2000,아파트,28310,0.5,65.3
강서구,6,114.84,100000,2022-03-12,2014,아파트,28310,0.5,65.3
성동구,19,114.32,85000,2022-03-12,1997,아파트,28310,0.5,65.3
강서구,8,114.84,78000,2022-03-12,1998,아파트,28310,0.5,65.3
서초구,3,106.24,61000,2022-03-12,1984,다세대/연립,28310,0.5,65.3
서초구,1,163.56,75000,2022-03-12,1994,다세대/연립,28310,0.5,65.3
강동구,3,165.32,68250,2022-03-12,1989,다세대/연립,28310,0.5,65.3
광진구,3,120.21,30000,2022-03-12,1984,다세대/연립,28310,0.5,65.3
마포구,11,128.26,80000,2022-03-12,1996,아파트,28310,0.5,65.3
성북구,2,132.43,70350,2022-03-12,2013,아파트,28310,0.5,65.3
성북구,1,114.99,80000,2022-03-12,2010,아파트,28310,0.5,65.3
송파구,14,124.22,200000,2022-03-12,2008,아파트,28310,0.5,65.3
서초구,15,198.53,270000,2022-03-12,2006,아파트,28310,0.5,65.3
성북구,17,114.98,68250,2022-03-12,2010,아파트,28310,0.5,65.3
성북구,17,114.98,68250,2022-03-12,2010,아파트,28310,0.5,65.3
서초구,4,108.5,90000,2022-03-12,2002,아파트,28310,0.5,65.3
서초구,13,84.95,190000,2022-03-12,2020,아파트,28310,0.5,65.3
강남구,15,219.95,210000,2022-03-12,2009,아파트,28310,0.5,65.3
동대문구,15,101.65,40000,2022-03-12,1978,아파트,28310,0.5,65.3
강동구,14,114.42,90000,2022-03-12,2000,아파트,28310,0.5,65.3
서대문구,10,114.93,84000,2022-03-12,2020,아파트,28310,0.5,65.3
강남구,20,94.49,210000,2022-03-12,2015,아파트,28310,0.5,65.3
송파구,3,127.81,59500,2022-03-12,1984,아파트,28310,0.5,65.3
중랑구,14,101.95,68000,2022-03-12,2004,아파트,28310,0.5,65.3
마포구,17,114.98,107000,2022-03-12,2016,아파트,28310,0.5,65.3
강북구,9,104.53,52500,2022-03-12,2017,아파트,28310,0.5,65.3
성북구,4,114.84,38000,2022-03-12,2001,아파트,28310,0.5,65.3
동작구,7,118.25,90000,2022-03-12,1993,아파트,28310,0.5,65.3
노원구,6,114.92,60000,2022-03-12,2000,아파트,28310,0.5,65.3
관악구,1,175,6000,2022-03-11,2003,단독/다가구,28310,0.5,65.3
강남구,1,221.98,35000,2022-03-11,2004,단독/다가구,28310,0.5,65.3
강남구,1,99.63,75000,2022-03-11,1988,단독/다가구,28310,0.5,65.3
은평구,12,167.69,60900,2022-03-11,2008,아파트,28310,0.5,65.3
송파구,5,119.93,190000,2022-03-11,2008,아파트,28310,0.5,65.3
도봉구,8,102,60000,2022-03-11,2003,아파트,28310,0.5,65.3
관악구,14,108.91,63000,2022-03-11,2010,아파트,28310,0.5,65.3
용산구,5,130.56,117000,2022-03-11,2009,아파트,28310,0.5,65.3
광진구,21,100.32,92000,2022-03-11,2007,아파트,28310,0.5,65.3
송파구,11,108.81,85000,2022-03-11,2022,아파트,28310,0.5,65.3
성북구,7,114.86,73500,2022-03-11,2010,아파트,28310,0.5,65.3
강남구,4,114.01,85000,2022-03-11,2004,아파트,28310,0.5,65.3
성북구,15,114.86,78000,2022-03-11,2010,아파트,28310,0.5,65.3
영등포구,3,128.95,30000,2022-03-11,2005,다세대/연립,28310,0.5,65.3
강남구,9,124.58,141750,2022-03-11,2016,아파트,28310,0.5,65.3
서대문구,32,153.86,135000,2022-03-11,2012,아파트,28310,0.5,65.3
금천구,18,114.84,35300,2022-03-11,2004,아파트,28310,0.5,65.3
용산구,20,114.6,110000,2022-03-11,1998,아파트,28310,0.5,65.3
은평구,13,114.95,105000,2022-03-11,2021,아파트,28310,0.5,65.3
성동구,6,114.94,73500,2022-03-11,2000,아파트,28310,0.5,65.3
성동구,6,114.94,73500,2022-03-11,2000,아파트,28310,0.5,65.3
송파구,13,155.22,73500,2022-03-11,1979,아파트,28310,0.5,65.3
양천구,8,103.45,80000,2022-03-11,2004,아파트,28310,0.5,65.3
노원구,4,108.36,36750,2022-03-11,1996,다세대/연립,28310,0.5,65.3
강남구,2,104.43,68250,2022-03-11,1984,아파트,28310,0.5,65.3
광진구,5,134.56,25000,2022-03-11,2003,아파트,28310,0.5,65.3
구로구,2,121.28,47250,2022-03-11,2010,아파트,28310,0.5,65.3
송파구,8,100.31,84000,2022-03-11,1988,아파트,28310,0.5,65.3
서초구,6,136.38,115000,2022-03-11,1985,아파트,28310,0.5,65.3
강남구,14,121.93,180000,2022-03-11,2007,아파트,28310,0.5,65.3
동대문구,18,121.93,80850,2022-03-11,2014,아파트,28310,0.5,65.3
송파구,5,120.97,100000,2022-03-11,2004,아파트,28310,0.5,65.3
서초구,1,114.71,115000,2022-03-11,2014,아파트,28310,0.5,65.3
강남구,26,115.63,210000,2022-03-11,2003,아파트,28310,0.5,65.3
용산구,2,148.19,64000,2022-03-11,2005,아파트,28310,0.5,65.3
강남구,12,108.15,105000,2022-03-11,1982,아파트,28310,0.5,65.3
양천구,6,101.2,89200,2022-03-11,1986,아파트,28310,0.5,65.3
중랑구,15,101.91,65000,2022-03-11,2010,아파트,28310,0.5,65.3
강남구,6,134.44,112000,2022-03-11,1994,아파트,28310,0.5,65.3
노원구,19,114.99,42000,2022-03-11,2000,아파트,28310,0.5,65.3
양천구,3,127.21,84000,2022-03-11,1987,아파트,28310,0.5,65.3
양천구,7,98.63,100000,2022-03-11,1987,아파트,28310,0.5,65.3
송파구,5,121.77,40000,2022-03-11,2002,다세대/연립,28310,0.5,65.3
영등포구,2,156.99,85000,2022-03-11,1971,아파트,28310,0.5,65.3
중구,17,139.56,75000,2022-03-11,2006,아파트,28310,0.5,65.3
송파구,14,129.45,110000,2022-03-11,2007,아파트,28310,0.5,65.3
강남구,8,100.5,60900,2022-03-11,1979,아파트,28310,0.5,65.3
동대문구,6,114.9,85000,2022-03-11,2012,아파트,28310,0.5,65.3
동대문구,6,114.9,85000,2022-03-11,2012,아파트,28310,0.5,65.3
서초구,15,110.32,139000,2022-03-10,2010,아파트,28310,0.5,65.3
강동구,13,238.42,117000,2022-03-10,1999,아파트,28310,0.5,65.3
강남구,1,194.15,220000,2022-03-10,1981,다세대/연립,28310,0.5,65.3
강남구,15,124.1,140000,2022-03-10,1995,아파트,28310,0.5,65.3
용산구,1,145.84,70000,2022-03-10,2000,다세대/연립,28310,0.5,65.3
광진구,1,115.08,32000,2022-03-10,1997,단독/다가구,28310,0.5,65.3
동대문구,19,140.62,89000,2022-03-10,2014,아파트,28310,0.5,65.3
성북구,9,114.99,63000,2022-03-10,2009,아파트,28310,0.5,65.3
용산구,5,166.56,109000,2022-03-10,2004,아파트,28310,0.5,65.3
노원구,16,114.97,52500,2022-03-10,2002,아파트,28310,0.5,65.3
마포구,11,114.97,130000,2022-03-10,2013,아파트,28310,0.5,65.3
강동구,15,111.22,92000,2022-03-10,2008,아파트,28310,0.5,65.3
송파구,4,136.54,104900,2022-03-10,2007,아파트,28310,0.5,65.3
성동구,24,129.34,131000,2022-03-10,2015,아파트,28310,0.5,65.3
강남구,4,160.56,260000,2022-03-10,2003,아파트,28310,0.5,65.3
강서구,11,101.87,71000,2022-03-10,2005,아파트,28310,0.5,65.3
은평구,6,114.9,52500,2022-03-10,2011,아파트,28310,0.5,65.3
도봉구,5,112.92,35000,2022-03-10,2004,아파트,28310,0.5,65.3
서초구,3,158.55,78000,2022-03-10,1992,다세대/연립,28310,0.5,65.3
강남구,6,103.32,97650,2022-03-10,2006,아파트,28310,0.5,65.3
광진구,10,132.77,92400,2022-03-10,2001,아파트,28310,0.5,65.3
강남구,6,107.3,71500,2022-03-10,2005,아파트,28310,0.5,65.3
동작구,7,114.75,77000,2022-03-10,2001,아파트,28310,0.5,65.3
은평구,11,101.93,51450,2022-03-10,2010,아파트,28310,0.5,65.3
서초구,25,172.28,196400,2022-03-10,2004,아파트,28310,0.5,65.3
금천구,14,114.89,54000,2022-03-10,2002,아파트,28310,0.5,65.3
금천구,14,114.89,54000,2022-03-10,2002,아파트,28310,0.5,65.3
양천구,12,105.58,53000,2022-03-10,1987,아파트,28310,0.5,65.3
구로구,5,101.92,51400,2022-03-10,2014,아파트,28310,0.5,65.3
성북구,4,108.71,44625,2022-03-10,2006,아파트,28310,0.5,65.3
영등포구,10,114.77,56700,2022-03-10,1998,아파트,28310,0.5,65.3
영등포구,11,101.29,55650,2022-03-10,1978,아파트,28310,0.5,65.3
동작구,10,120.03,66000,2022-03-10,1991,아파트,28310,0.5,65.3
송파구,1,116.94,50400,2022-03-10,1985,아파트,28310,0.5,65.3
성북구,22,114.98,89000,2022-03-10,2010,아파트,28310,0.5,65.3
금천구,12,115.8,75000,2022-03-10,2014,아파트,28310,0.5,65.3
서대문구,18,129.27,75000,2022-03-10,1996,아파트,28310,0.5,65.3
서대문구,18,129.27,75000,2022-03-10,1996,아파트,28310,0.5,65.3
성동구,7,148.23,120000,2022-03-10,1986,아파트,28310,0.5,65.3
성동구,1,114.32,63000,2022-03-10,1997,아파트,28310,0.5,65.3
구로구,2,102.31,37000,2022-03-10,2008,오피스텔,28310,0.5,65.3
영등포구,8,102.84,88000,2022-03-10,1978,아파트,28310,0.5,65.3
강동구,10,117.76,45000,2022-03-10,1984,아파트,28310,0.5,65.3
구로구,5,114.47,54000,2022-03-10,1998,아파트,28310,0.5,65.3
마포구,8,136.18,142000,2022-03-10,2011,아파트,28310,0.5,65.3
영등포구,4,117.05,65000,2022-03-10,1978,아파트,28310,0.5,65.3
서초구,13,118.05,91000,2022-03-10,2013,아파트,28310,0.5,65.3
강동구,3,146.54,48300,2022-03-10,1984,아파트,28310,0.5,65.3
영등포구,20,133.34,100000,2022-03-10,2004,아파트,28310,0.5,65.3
서초구,1,184.11,150000,2022-03-10,1984,다세대/연립,28310,0.5,65.3
서대문구,2,114.88,47000,2022-03-10,2000,아파트,28310,0.5,65.3
서대문구,16,152.15,100000,2022-03-10,2015,아파트,28310,0.5,65.3
서대문구,1,116.76,38850,2022-03-10,1987,아파트,28310,0.5,65.3
서대문구,1,116.76,38850,2022-03-10,1987,아파트,28310,0.5,65.3
서대문구,25,120.95,90000,2022-03-09,2012,아파트,28310,0.5,65.3
서대문구,6,114.93,43000,2022-03-09,2000,아파트,28310,0.5,65.3
광진구,1,173.64,11000,2022-03-09,1991,단독/다가구,28310,0.5,65.3
영등포구,20,133.34,122000,2022-03-09,2004,아파트,28310,0.5,65.3
영등포구,20,133.34,122000,2022-03-09,2004,아파트,28310,0.5,65.3
강남구,1,109.4,48000,2022-03-09,1998,단독/다가구,28310,0.5,65.3
관악구,1,129,23000,2022-03-09,1996,단독/다가구,28310,0.5,65.3
종로구,1,110.4,65000,2022-03-09,2005,단독/다가구,28310,0.5,65.3
동작구,18,149.05,110000,2022-03-09,2003,아파트,28310,0.5,65.3
영등포구,2,117.36,100000,2022-03-09,1978,아파트,28310,0.5,65.3
영등포구,3,123.27,80000,2022-03-09,1974,아파트,28310,0.5,65.3
강남구,7,128.01,135000,2022-03-09,1983,아파트,28310,0.5,65.3
송파구,7,144.77,135450,2022-03-09,2008,아파트,28310,0.5,65.3
양천구,10,114.76,105000,2022-03-09,2002,아파트,28310,0.5,65.3
서초구,11,136.38,84000,2022-03-09,1985,아파트,28310,0.5,65.3
영등포구,13,118.03,85000,2022-03-09,2017,아파트,28310,0.5,65.3
노원구,5,122.18,68000,2022-03-09,1989,아파트,28310,0.5,65.3
중랑구,12,102.7,65000,2022-03-09,1995,아파트,28310,0.5,65.3
강북구,2,114.85,70000,2022-03-09,2004,아파트,28310,0.5,65.3
은평구,4,101.83,49350,2022-03-09,2010,아파트,28310,0.5,65.3
송파구,7,108.81,88000,2022-03-09,2022,아파트,28310,0.5,65.3
양천구,12,105.35,62000,2022-03-09,1987,아파트,28310,0.5,65.3
영등포구,8,119.47,78800,2022-03-09,2003,아파트,28310,0.5,65.3
양천구,2,95.24,108000,2022-03-09,2004,오피스텔,28310,0.5,65.3
은평구,2,134.43,61000,2022-03-09,2010,아파트,28310,0.5,65.3
영등포구,5,114.7,73500,2022-03-09,1999,아파트,28310,0.5,65.3
성북구,2,111.71,41890,2022-03-09,1998,아파트,28310,0.5,65.3
성북구,4,114.65,55650,2022-03-09,2008,아파트,28310,0.5,65.3
동작구,5,114.99,85000,2022-03-09,2004,아파트,28310,0.5,65.3
영등포구,20,114.63,61950,2022-03-09,1998,아파트,28310,0.5,65.3
서초구,25,132.78,170000,2022-03-09,2004,아파트,28310,0.5,65.3
강동구,15,109.07,43000,2022-03-09,1984,아파트,28310,0.5,65.3
동작구,10,163.83,85000,2022-03-09,2003,아파트,28310,0.5,65.3
마포구,2,114.59,135000,2022-03-09,2014,아파트,28310,0.5,65.3
서대문구,1,118.48,63000,2022-03-09,2020,아파트,28310,0.5,65.3
도봉구,3,101.92,60000,2022-03-09,2004,아파트,28310,0.5,65.3
강동구,3,146.54,46000,2022-03-08,1984,아파트,28310,0.5,65.3
용산구,9,104.86,40000,2022-03-08,1979,아파트,28310,0.5,65.3
강남구,26,124.64,180000,2022-03-08,2004,아파트,28310,0.5,65.3
서초구,1,194.21,80000,2022-03-08,2010,단독/다가구,28310,0.5,65.3
서초구,1,141.82,32500,2022-03-08,2002,단독/다가구,28310,0.5,65.3
강남구,10,104.01,59850,2022-03-08,1983,아파트,28310,0.5,65.3
용산구,4,127.2,97000,2022-03-08,2003,아파트,28310,0.5,65.3
강서구,12,101.87,73500,2022-03-08,2005,아파트,28310,0.5,65.3
중랑구,1,114.54,32191,2022-03-08,2013,아파트,28310,0.5,65.3
송파구,4,108.81,70000,2022-03-08,2022,아파트,28310,0.5,65.3
송파구,3,105.46,75000,2022-03-08,2021,아파트,28310,0.5,65.3
성북구,10,114.93,42000,2022-03-08,2007,아파트,28310,0.5,65.3
용산구,4,166.98,84000,2022-03-08,1984,아파트,28310,0.5,65.3
용산구,37,241.45,198450,2022-03-08,2014,아파트,28310,0.5,65.3
용산구,12,114.5,200000,2022-03-08,2020,아파트,28310,0.5,65.3
성동구,7,142.26,65000,2022-03-08,1986,아파트,28310,0.5,65.3
서대문구,33,152.15,105000,2022-03-08,2015,아파트,28310,0.5,65.3
서대문구,17,114.93,50400,2022-03-08,2000,아파트,28310,0.5,65.3
관악구,7,113.31,35700,2022-03-08,2000,아파트,28310,0.5,65.3
강남구,4,142.31,160000,2022-03-08,2005,아파트,28310,0.5,65.3
관악구,7,114.69,49300,2022-03-08,2000,아파트,28310,0.5,65.3
강남구,9,131.48,101800,2022-03-08,1976,아파트,28310,0.5,65.3
강남구,4,128.62,124000,2022-03-08,1984,아파트,28310,0.5,65.3
강남구,6,128.62,84000,2022-03-08,1984,아파트,28310,0.5,65.3
광진구,10,126.94,73500,2022-03-07,1989,아파트,28310,0.5,65.3
종로구,5,106.62,39900,2022-03-07,1993,아파트,28310,0.5,65.3
강남구,10,244.08,420000,2022-03-07,2003,아파트,28310,0.5,65.3
성북구,26,114.75,46000,2022-03-07,1999,아파트,28310,0.5,65.3
은평구,6,101.9,50000,2022-03-07,2010,아파트,28310,0.5,65.3
동작구,15,114.75,70000,2022-03-07,2001,아파트,28310,0.5,65.3
강동구,9,177.99,110000,2022-03-07,2011,아파트,28310,0.5,65.3
광진구,1,125.64,36700,2022-03-07,1991,단독/다가구,28310,0.5,65.3
광진구,1,125.64,36700,2022-03-07,1991,단독/다가구,28310,0.5,65.3
강동구,13,126.43,55700,2022-03-07,2003,아파트,28310,0.5,65.3
강남구,1,163.92,170000,2022-03-07,1983,아파트,28310,0.5,65.3
광진구,7,153.79,145000,2022-03-07,2006,아파트,28310,0.5,65.3
강서구,2,114.98,73500,2022-03-07,2014,아파트,28310,0.5,65.3
마포구,3,104.78,93000,2022-03-07,2006,아파트,28310,0.5,65.3
구로구,19,114.72,33000,2022-03-07,2006,아파트,28310,0.5,65.3
송파구,12,150.58,84000,2022-03-07,2004,아파트,28310,0.5,65.3
송파구,11,137.1,94000,2022-03-07,1983,아파트,28310,0.5,65.3
강서구,15,114.84,75000,2022-03-07,1998,아파트,28310,0.5,65.3
강서구,14,150.05,75000,2022-03-07,1995,아파트,28310,0.5,65.3
노원구,10,112.24,70000,2022-03-07,1993,아파트,28310,0.5,65.3
강남구,5,105.31,71400,2022-03-07,1983,아파트,28310,0.5,65.3
강남구,4,110.39,190000,2022-03-07,1989,아파트,28310,0.5,65.3
강남구,8,110.39,126000,2022-03-07,1989,아파트,28310,0.5,65.3
서초구,13,114.98,40248,2022-03-07,2011,아파트,28310,0.5,65.3
강남구,10,119.29,147000,2022-03-07,2007,아파트,28310,0.5,65.3
마포구,16,114.95,151000,2022-03-07,2016,아파트,28310,0.5,65.3
강남구,4,110.2,115000,2022-03-07,1992,아파트,28310,0.5,65.3
서초구,12,116.13,65000,2022-03-07,1975,아파트,28310,0.5,65.3
강남구,1,140.9,105000,2022-03-06,1987,아파트,28310,0.5,65.3
광진구,3,114.5,34000,2022-03-06,2004,다세대/연립,28310,0.5,65.3
동작구,18,113.93,80000,2022-03-06,2001,아파트,28310,0.5,65.3
강남구,1,140.9,105000,2022-03-06,1987,아파트,28310,0.5,65.3
서초구,6,105.49,74500,2022-03-06,2003,아파트,28310,0.5,65.3
강동구,3,122.08,95000,2022-03-06,2019,아파트,28310,0.5,65.3
동대문구,5,114.94,47250,2022-03-06,2003,아파트,28310,0.5,65.3
양천구,5,144,108000,2022-03-06,1986,아파트,28310,0.5,65.3
성북구,11,114.75,54000,2022-03-06,2005,아파트,28310,0.5,65.3
성북구,12,114.75,54000,2022-03-06,2005,아파트,28310,0.5,65.3
도봉구,10,119.17,49350,2022-03-06,2004,아파트,28310,0.5,65.3
종로구,1,107.96,8000,2022-03-06,1996,단독/다가구,28310,0.5,65.3
송파구,10,108.81,74000,2022-03-06,2022,아파트,28310,0.5,65.3
은평구,9,101.93,73000,2022-03-06,2008,아파트,28310,0.5,65.3
강동구,7,112.93,52500,2022-03-05,1986,아파트,28310,0.5,65.3
은평구,1,123.17,36000,2022-03-05,2017,단독/다가구,28310,0.5,65.3
중랑구,1,112.56,26000,2022-03-05,2004,단독/다가구,28310,0.5,65.3
서초구,13,139.74,90500,2022-03-05,1981,아파트,28310,0.5,65.3
강남구,1,143.14,70350,2022-03-05,1987,단독/다가구,28310,0.5,65.3
동작구,1,158.24,48000,2022-03-05,1977,단독/다가구,28310,0.5,65.3
구로구,15,101.74,90000,2022-03-05,2000,아파트,28310,0.5,65.3
송파구,16,115.65,110000,2022-03-05,2016,아파트,28310,0.5,65.3
마포구,8,114.5,70000,2022-03-05,2000,아파트,28310,0.5,65.3
송파구,9,170.32,105000,2022-03-05,1984,아파트,28310,0.5,65.3
구로구,3,114.99,47250,2022-03-05,2001,아파트,28310,0.5,65.3
중구,10,114.77,66150,2022-03-05,2001,아파트,28310,0.5,65.3
중랑구,7,101.86,47250,2022-03-05,1995,아파트,28310,0.5,65.3
광진구,4,98.78,63000,2022-03-05,2002,아파트,28310,0.5,65.3
강서구,5,114.12,57750,2022-03-05,2001,아파트,28310,0.5,65.3
강서구,5,114.12,57750,2022-03-05,2001,아파트,28310,0.5,65.3
송파구,13,119.93,170000,2022-03-05,2008,아파트,28310,0.5,65.3
서초구,1,109.06,76650,2022-03-05,1982,아파트,28310,0.5,65.3
강남구,8,167.79,120000,2022-03-05,2005,오피스텔,28310,0.5,65.3
마포구,19,111.02,155000,2022-03-05,2019,아파트,28310,0.5,65.3
송파구,12,108.81,78000,2022-03-05,2022,아파트,28310,0.5,65.3
송파구,17,108.05,75000,2022-03-05,2022,아파트,28310,0.5,65.3
송파구,14,97.07,92000,2022-03-05,2016,아파트,28310,0.5,65.3
송파구,8,105.52,66000,2022-03-05,1983,아파트,28310,0.5,65.3
동작구,12,123.98,108150,2022-03-05,2018,아파트,28310,0.5,65.3
동대문구,17,114.82,50000,2022-03-05,2011,아파트,28310,0.5,65.3
강동구,4,111.66,10000,2022-03-05,2004,다세대/연립,28310,0.5,65.3
도봉구,16,121.85,60000,2022-03-05,2003,아파트,28310,0.5,65.3
동대문구,2,114.98,63000,2022-03-05,2010,아파트,28310,0.5,65.3
양천구,10,112.51,50000,2022-03-05,2006,아파트,28310,0.5,65.3
서대문구,14,128.21,47250,2022-03-05,2005,아파트,28310,0.5,65.3
용산구,6,114.69,125000,2022-03-05,1999,아파트,28310,0.5,65.3
강남구,12,108.15,78750,2022-03-05,1982,아파트,28310,0.5,65.3
강남구,10,161.18,110000,2022-03-05,1976,아파트,28310,0.5,65.3
은평구,4,101.99,50400,2022-03-05,2010,아파트,28310,0.5,65.3
은평구,1,101.61,45338,2022-03-05,2008,아파트,28310,0.5,65.3
강남구,2,118.63,97650,2022-03-05,1987,아파트,28310,0.5,65.3
동대문구,9,101.65,43000,2022-03-05,1978,아파트,28310,0.5,65.3
용산구,19,202.32,183750,2022-03-05,2003,아파트,28310,0.5,65.3
성동구,7,114.55,92000,2022-03-05,2007,아파트,28310,0.5,65.3
강동구,22,114.27,80000,2022-03-05,2007,아파트,28310,0.5,65.3
송파구,2,133.76,63000,2022-03-05,1985,아파트,28310,0.5,65.3
동대문구,4,127.11,56000,2022-03-05,1978,아파트,28310,0.5,65.3
중랑구,7,134.2,70000,2022-03-05,1995,아파트,28310,0.5,65.3
강남구,2,85,180000,2022-03-05,2017,아파트,28310,0.5,65.3
서대문구,30,120.95,97500,2022-03-05,2012,아파트,28310,0.5,65.3
서초구,4,84.99,190000,2022-03-05,2021,아파트,28310,0.5,65.3
중구,16,114.88,65100,2022-03-05,2002,아파트,28310,0.5,65.3
서초구,2,98.99,147000,2022-03-05,2020,아파트,28310,0.5,65.3
강남구,22,119.89,160000,2022-03-05,2006,아파트,28310,0.5,65.3
강남구,16,120.82,126000,2022-03-05,2006,아파트,28310,0.5,65.3
서초구,22,84.98,200000,2022-03-05,2009,아파트,28310,0.5,65.3
강동구,17,114.98,78750,2022-03-05,2011,아파트,28310,0.5,65.3
용산구,3,101.95,53000,2022-03-05,1971,아파트,28310,0.5,65.3
송파구,7,114.76,63000,2022-03-05,1995,아파트,28310,0.5,65.3
강동구,11,111.22,75500,2022-03-05,2008,아파트,28310,0.5,65.3
송파구,7,114.76,90000,2022-03-05,2007,아파트,28310,0.5,65.3
강남구,12,189.98,310000,2022-03-05,1983,아파트,28310,0.5,65.3
양천구,13,105.35,78750,2022-03-05,1987,아파트,28310,0.5,65.3
양천구,6,106.93,79800,2022-03-05,1987,아파트,28310,0.5,65.3
양천구,3,126.53,60000,2022-03-05,1987,아파트,28310,0.5,65.3
성동구,1,114.62,69300,2022-03-05,2000,아파트,28310,0.5,65.3
성동구,17,114.62,70000,2022-03-05,2000,아파트,28310,0.5,65.3
성동구,17,114.62,70000,2022-03-05,2000,아파트,28310,0.5,65.3
강남구,9,101.94,112000,2022-03-05,2014,아파트,28310,0.5,65.3
성북구,11,114.98,65000,2022-03-05,2003,아파트,28310,0.5,65.3
마포구,17,113.24,119000,2022-03-05,2011,아파트,28310,0.5,65.3
양천구,18,109.91,50000,2022-03-05,2004,아파트,28310,0.5,65.3
구로구,19,117.74,89000,2022-03-05,2003,아파트,28310,0.5,65.3
성동구,44,271.21,750000,2022-03-05,2011,아파트,28310,0.5,65.3
강남구,1,161,90000,2022-03-05,1984,아파트,28310,0.5,65.3
관악구,17,114.87,74000,2022-03-05,1999,아파트,28310,0.5,65.3
중구,18,114.91,80000,2022-03-05,1999,아파트,28310,0.5,65.3
광진구,11,226.45,84000,2022-03-04,1978,아파트,28310,0.5,65.3
성북구,5,114.89,50000,2022-03-04,2004,아파트,28310,0.5,65.3
동작구,19,114.75,56700,2022-03-04,2001,아파트,28310,0.5,65.3
성동구,4,114.9,110000,2022-03-04,2012,아파트,28310,0.5,65.3
강남구,8,97.08,86000,2022-03-04,2001,아파트,28310,0.5,65.3
강남구,8,97.08,86000,2022-03-04,2001,아파트,28310,0.5,65.3
관악구,9,114.75,52500,2022-03-04,2003,아파트,28310,0.5,65.3
용산구,2,114.77,75600,2022-03-04,1998,다세대/연립,28310,0.5,65.3
관악구,12,119.49,53000,2022-03-04,1993,아파트,28310,0.5,65.3
