자치구명,층,임대면적,보증금,계약일,건축년도,임대건물명,경제활동인구,기준금리,전세가격비율
광진구,1,245.91,20000,2022-05-06,2018,단독/다가구,28310,0.5,65
송파구,5,101.95,56600,2022-05-06,1997,아파트,28310,0.5,65
송파구,9,130.68,33000,2022-05-06,1999,아파트,28310,0.5,65
강남구,2,95.4,100000,2022-05-06,1984,아파트,28310,0.5,65
동작구,23,114.75,58800,2022-05-06,2001,아파트,28310,0.5,65
강남구,10,144.2,126000,2022-05-06,1978,아파트,28310,0.5,65
서초구,4,114.94,118000,2022-05-06,2003,아파트,28310,0.5,65
용산구,3,173.78,63000,2022-05-06,2003,다세대/연립,28310,0.5,65
송파구,13,120,83000,2022-05-06,1979,아파트,28310,0.5,65
양천구,7,127.89,65000,2022-05-06,2009,아파트,28310,0.5,65
용산구,5,101.95,40000,2022-05-06,1971,아파트,28310,0.5,65
용산구,11,124.35,280000,2022-05-05,2015,아파트,28310,0.5,65
성동구,1,141.34,62000,2022-05-05,1993,다세대/연립,28310,0.5,65
도봉구,1,208.3,9000,2022-05-05,2018,단독/다가구,28310,0.5,65
강서구,7,114.86,100000,2022-05-05,2014,아파트,28310,0.5,65
관악구,24,113.31,40000,2022-05-05,2000,아파트,28310,0.5,65
강남구,2,142.06,200000,2022-05-05,2009,아파트,28310,0.5,65
서초구,24,220.55,189000,2022-05-04,2004,아파트,28310,0.5,65
강남구,31,114.02,170000,2022-05-04,2016,아파트,28310,0.5,65
강남구,7,103.96,143000,2022-05-04,2004,아파트,28310,0.5,65
성북구,2,124.82,41000,2022-05-04,2003,아파트,28310,0.5,65
강북구,2,114.92,55000,2022-05-04,2003,아파트,28310,0.5,65
중구,5,114.92,70300,2022-05-04,1999,아파트,28310,0.5,65
강남구,5,97.63,78700,2022-05-04,1993,아파트,28310,0.5,65
구로구,1,115,52000,2022-05-04,2001,아파트,28310,0.5,65
영등포구,7,123.27,66150,2022-05-04,1974,아파트,28310,0.5,65
도봉구,15,124.66,62000,2022-05-04,2003,아파트,28310,0.5,65
마포구,6,104.78,100000,2022-05-04,2006,아파트,28310,0.5,65
서초구,11,130.73,148000,2022-05-04,1988,아파트,28310,0.5,65
은평구,11,133.87,52000,2022-05-04,1993,아파트,28310,0.5,65
강서구,12,120.11,57750,2022-05-04,2004,아파트,28310,0.5,65
양천구,9,157.59,120000,2022-05-04,1987,아파트,28310,0.5,65
성동구,11,131.2,75000,2022-05-04,2006,아파트,28310,0.5,65
강남구,13,180.67,126000,2022-05-04,1984,아파트,28310,0.5,65
강서구,12,100.35,55000,2022-05-04,1994,아파트,28310,0.5,65
성동구,8,114.86,155000,2022-05-03,2018,아파트,28310,0.5,65
강남구,-1,117.95,25000,2022-05-03,1990,다세대/연립,28310,0.5,65
영등포구,10,104.5,85000,2022-05-03,1977,아파트,28310,0.5,65
강남구,2,157.74,83000,2022-05-03,1994,다세대/연립,28310,0.5,65
관악구,13,105.84,43000,2022-05-03,1992,아파트,28310,0.5,65
성북구,6,132.96,67000,2022-05-03,1998,아파트,28310,0.5,65
송파구,9,121.63,131250,2022-05-03,2008,아파트,28310,0.5,65
송파구,1,120.42,35000,2022-05-03,1996,단독/다가구,28310,0.5,65
광진구,1,123.04,8000,2022-05-03,1975,단독/다가구,28310,0.5,65
용산구,13,177.62,135000,2022-05-03,1974,아파트,28310,0.5,65
은평구,19,167.14,120000,2022-05-03,2009,아파트,28310,0.5,65
노원구,12,127.22,60000,2022-05-03,1988,아파트,28310,0.5,65
노원구,12,127.22,61000,2022-05-03,1988,아파트,28310,0.5,65
강남구,21,144.64,154350,2022-05-03,2006,아파트,28310,0.5,65
노원구,19,114.81,58800,2022-05-03,1999,아파트,28310,0.5,65
강남구,15,128.03,120000,2022-05-03,1983,아파트,28310,0.5,65
마포구,2,96.97,107000,2022-05-03,2020,아파트,28310,0.5,65
송파구,20,97.07,78000,2022-05-03,2016,아파트,28310,0.5,65
송파구,13,108.81,80000,2022-05-03,2022,아파트,28310,0.5,65
서초구,8,165.57,140700,2022-05-03,2009,아파트,28310,0.5,65
서초구,35,114.78,210000,2022-05-03,2020,아파트,28310,0.5,65
양천구,11,129.33,130000,2022-05-03,1987,아파트,28310,0.5,65
마포구,6,109.61,50000,2022-05-03,2004,아파트,28310,0.5,65
성북구,14,114.98,96000,2022-05-03,2010,아파트,28310,0.5,65
양천구,19,113,75000,2022-05-03,2004,오피스텔,28310,0.5,65
강남구,20,101.98,260000,2022-05-03,2021,아파트,28310,0.5,65
강남구,12,121.48,105000,2022-05-03,2004,아파트,28310,0.5,65
성동구,13,114.8,87150,2022-05-02,2007,아파트,28310,0.5,65
서초구,33,144.99,189000,2022-05-02,2016,아파트,28310,0.5,65
송파구,8,100.31,71400,2022-05-02,1988,아파트,28310,0.5,65
송파구,3,135.99,132000,2022-05-02,1988,아파트,28310,0.5,65
송파구,1,136.33,78700,2022-05-02,1988,아파트,28310,0.5,65
마포구,6,128.32,60900,2022-05-02,1991,아파트,28310,0.5,65
중랑구,1,112.04,24000,2022-05-02,1996,단독/다가구,28310,0.5,65
강남구,2,113.45,141700,2022-05-02,2010,아파트,28310,0.5,65
강남구,2,152.98,200000,2022-05-02,2004,아파트,28310,0.5,65
영등포구,1,141,14000,2022-05-02,2020,단독/다가구,28310,0.5,65
영등포구,6,117.41,90000,2022-05-02,2002,아파트,28310,0.5,65
서초구,21,134.96,96600,2022-05-02,2005,아파트,28310,0.5,65
양천구,1,115.32,70000,2022-05-02,2005,아파트,28310,0.5,65
양천구,9,101.2,82900,2022-05-02,1986,아파트,28310,0.5,65
양천구,1,122.3,105000,2022-05-02,1987,아파트,28310,0.5,65
강남구,1,219.67,241500,2022-05-02,2006,아파트,28310,0.5,65
강남구,5,117.91,99750,2022-05-02,1977,아파트,28310,0.5,65
중구,15,122.28,49000,2022-05-02,1993,아파트,28310,0.5,65
서초구,9,105.89,79800,2022-05-02,1979,아파트,28310,0.5,65
강남구,11,115.23,95000,2022-05-02,1983,아파트,28310,0.5,65
동작구,27,128.61,87000,2022-05-02,2006,아파트,28310,0.5,65
강동구,10,126.43,70000,2022-05-02,2003,아파트,28310,0.5,65
강남구,11,147.96,220000,2022-05-01,2006,아파트,28310,0.5,65
중랑구,9,110.88,53000,2022-05-01,2012,아파트,28310,0.5,65
성동구,5,114.98,110000,2022-05-01,2016,아파트,28310,0.5,65
동대문구,1,103.05,32000,2022-05-01,1998,다세대/연립,28310,0.5,65
동작구,13,108.48,60000,2022-05-01,2003,아파트,28310,0.5,65
강동구,15,114.86,77500,2022-05-01,2020,아파트,28310,0.5,65
구로구,1,119.52,23100,2022-04-30,1994,단독/다가구,28310,0.5,65
송파구,6,112.89,75700,2022-04-30,2016,아파트,28310,0.5,65
마포구,1,107.13,40000,2022-04-30,1984,다세대/연립,28310,0.5,65
강남구,9,159.08,115500,2022-04-30,1983,아파트,28310,0.5,65
노원구,6,138.29,53550,2022-04-30,1993,아파트,28310,0.5,65
노원구,6,138.29,53500,2022-04-30,1993,아파트,28310,0.5,65
양천구,20,102.72,150000,2022-04-30,2006,아파트,28310,0.5,65
서초구,5,103.74,53000,2022-04-30,2004,다세대/연립,28310,0.5,65
송파구,12,156.93,70000,2022-04-30,1985,아파트,28310,0.5,65
동작구,7,132.74,75000,2022-04-30,2007,아파트,28310,0.5,65
성북구,33,166.87,85000,2022-04-30,2010,아파트,28310,0.5,65
동작구,1,121.32,80000,2022-04-30,2007,아파트,28310,0.5,65
강남구,4,109.31,62000,2022-04-30,1984,아파트,28310,0.5,65
종로구,16,114.93,105000,2022-04-30,2008,아파트,28310,0.5,65
은평구,13,101.61,47250,2022-04-30,2008,아파트,28310,0.5,65
용산구,5,102.48,75000,2022-04-30,1974,아파트,28310,0.5,65
영등포구,24,143.59,85000,2022-04-30,2014,아파트,28310,0.5,65
서초구,2,102.16,43575,2022-04-30,1992,다세대/연립,28310,0.5,65
송파구,18,97.48,76650,2022-04-30,2016,아파트,28310,0.5,65
성동구,14,114.97,85000,2022-04-30,2003,아파트,28310,0.5,65
동작구,9,114.17,70000,2022-04-30,2004,아파트,28310,0.5,65
성북구,1,111.71,46200,2022-04-30,1998,아파트,28310,0.5,65
동작구,10,108.08,80000,2022-04-30,1993,아파트,28310,0.5,65
양천구,10,95.03,100000,2022-04-30,1986,아파트,28310,0.5,65
양천구,1,142.51,160000,2022-04-30,1986,아파트,28310,0.5,65
양천구,5,105.58,68250,2022-04-30,1987,아파트,28310,0.5,65
동대문구,4,112.92,75000,2022-04-30,2007,아파트,28310,0.5,65
강남구,3,106.83,115000,2022-04-30,2004,아파트,28310,0.5,65
강서구,1,101.88,45150,2022-04-30,1995,아파트,28310,0.5,65
송파구,17,143.02,85000,2022-04-30,2001,아파트,28310,0.5,65
강남구,6,112.05,89250,2022-04-30,2007,아파트,28310,0.5,65
마포구,15,117.18,73500,2022-04-30,2004,아파트,28310,0.5,65
구로구,10,114.95,42000,2022-04-30,1999,아파트,28310,0.5,65
중구,4,114.88,72000,2022-04-30,2002,아파트,28310,0.5,65
성동구,12,114.67,58800,2022-04-30,2001,아파트,28310,0.5,65
강서구,3,133.98,70000,2022-04-30,1994,아파트,28310,0.5,65
강동구,7,119.7,85000,2022-04-30,2007,아파트,28310,0.5,65
송파구,10,127.81,57750,2022-04-30,1984,아파트,28310,0.5,65
송파구,12,108.68,50000,2022-04-30,1984,아파트,28310,0.5,65
강서구,1,113.4,35000,2022-04-29,1998,단독/다가구,28310,0.5,65
강남구,1,112.32,21000,2022-04-29,1995,단독/다가구,28310,0.5,65
강남구,6,120.76,105000,2022-04-29,1983,아파트,28310,0.5,65
동작구,1,155.79,86000,2022-04-29,1987,단독/다가구,28310,0.5,65
관악구,1,132.1,16800,2022-04-29,2020,단독/다가구,28310,0.5,65
도봉구,1,109.5,7000,2022-04-29,1992,단독/다가구,28310,0.5,65
강남구,6,136.41,147000,2022-04-29,2011,아파트,28310,0.5,65
중구,3,114.88,64995,2022-04-29,2002,아파트,28310,0.5,65
성북구,7,114.96,60000,2022-04-29,2009,아파트,28310,0.5,65
영등포구,2,127.09,98000,2022-04-29,2010,아파트,28310,0.5,65
노원구,17,114.45,36500,2022-04-29,1997,아파트,28310,0.5,65
성동구,21,114.88,130000,2022-04-29,2001,아파트,28310,0.5,65
성동구,11,114.71,103000,2022-04-29,2001,아파트,28310,0.5,65
강남구,14,121.48,94500,2022-04-29,2004,아파트,28310,0.5,65
도봉구,7,99.75,58000,2022-04-29,1988,아파트,28310,0.5,65
송파구,9,114.7,132300,2022-04-29,2007,아파트,28310,0.5,65
송파구,31,144.77,140000,2022-04-29,2008,아파트,28310,0.5,65
강서구,15,134.88,58500,2022-04-29,1993,아파트,28310,0.5,65
강남구,33,99.99,99750,2022-04-29,2019,아파트,28310,0.5,65
송파구,4,101.38,76650,2022-04-29,2016,아파트,28310,0.5,65
강남구,19,138.54,150000,2022-04-29,2007,아파트,28310,0.5,65
종로구,12,106.62,42000,2022-04-29,1992,아파트,28310,0.5,65
서초구,4,107.39,73500,2022-04-29,1979,아파트,28310,0.5,65
은평구,14,101.95,67000,2022-04-29,2010,아파트,28310,0.5,65
강남구,4,118.57,70000,2022-04-29,2003,다세대/연립,28310,0.5,65
광진구,32,115.95,150000,2022-04-29,2021,아파트,28310,0.5,65
송파구,15,113.63,90000,2022-04-29,2020,아파트,28310,0.5,65
서대문구,16,114.88,60000,2022-04-29,2000,아파트,28310,0.5,65
성북구,5,116.86,73500,2022-04-29,2012,아파트,28310,0.5,65
성북구,11,114.65,75000,2022-04-29,2008,아파트,28310,0.5,65
노원구,5,114.49,70000,2022-04-29,1999,아파트,28310,0.5,65
서초구,1,170.85,33000,2022-04-29,1994,다세대/연립,28310,0.5,65
서초구,2,165.92,126000,2022-04-29,1988,아파트,28310,0.5,65
서초구,2,208.39,240000,2022-04-29,2005,아파트,28310,0.5,65
송파구,4,121.04,57000,2022-04-29,1984,아파트,28310,0.5,65
광진구,21,122.39,140000,2022-04-29,2009,아파트,28310,0.5,65
강서구,12,130.28,62000,2022-04-29,2002,아파트,28310,0.5,65
관악구,6,114.75,53550,2022-04-28,2003,아파트,28310,0.5,65
관악구,10,114.75,80000,2022-04-28,2003,아파트,28310,0.5,65
마포구,17,114.88,67000,2022-04-28,1999,아파트,28310,0.5,65
성동구,1,115.9,13200,2022-04-28,1998,단독/다가구,28310,0.5,65
마포구,15,113.25,75000,2022-04-28,2000,아파트,28310,0.5,65
도봉구,6,114.79,31500,2022-04-28,1998,아파트,28310,0.5,65
강남구,3,144.7,115500,2022-04-28,1978,아파트,28310,0.5,65
강동구,6,131.83,72000,2022-04-28,1986,아파트,28310,0.5,65
성북구,6,132.96,75000,2022-04-28,1998,아파트,28310,0.5,65
송파구,3,105.52,75000,2022-04-28,1983,아파트,28310,0.5,65
용산구,17,114.96,151000,2022-04-28,1998,아파트,28310,0.5,65
마포구,10,152.85,150000,2022-04-28,2011,아파트,28310,0.5,65
성북구,8,143.51,75000,2022-04-28,2005,아파트,28310,0.5,65
광진구,6,165.33,105000,2022-04-28,2011,아파트,28310,0.5,65
송파구,7,192.24,160000,2022-04-28,1988,아파트,28310,0.5,65
송파구,15,136.33,78000,2022-04-28,1988,아파트,28310,0.5,65
강남구,10,120.76,120000,2022-04-28,1983,아파트,28310,0.5,65
중구,23,139.8,160000,2022-04-28,2010,아파트,28310,0.5,65
서초구,3,137.66,115000,2022-04-28,1978,아파트,28310,0.5,65
성동구,6,116.58,93000,2022-04-28,2009,아파트,28310,0.5,65
서초구,4,138.45,80000,2022-04-28,1991,다세대/연립,28310,0.5,65
영등포구,4,123.27,71000,2022-04-28,1974,아파트,28310,0.5,65
송파구,1,133.29,73500,2022-04-28,2004,아파트,28310,0.5,65
동작구,3,102.88,38000,2022-04-28,1976,아파트,28310,0.5,65
성동구,5,102,87000,2022-04-28,2003,아파트,28310,0.5,65
영등포구,20,113.59,80850,2022-04-28,2005,아파트,28310,0.5,65
종로구,3,110.53,83000,2022-04-28,2001,아파트,28310,0.5,65
강서구,6,165.83,78750,2022-04-28,2004,아파트,28310,0.5,65
마포구,19,113.24,92400,2022-04-28,2011,아파트,28310,0.5,65
성북구,14,114.98,59850,2022-04-28,2003,아파트,28310,0.5,65
서초구,10,146.63,125000,2022-04-28,1984,아파트,28310,0.5,65
중랑구,1,115,7000,2022-04-27,2018,단독/다가구,28310,0.5,65
강동구,1,109.12,33600,2022-04-27,1994,단독/다가구,28310,0.5,65
강남구,5,131.49,96600,2022-04-27,1976,아파트,28310,0.5,65
동작구,14,114.44,90000,2022-04-27,1988,아파트,28310,0.5,65
송파구,13,120,90000,2022-04-27,1979,아파트,28310,0.5,65
은평구,2,101.83,51000,2022-04-27,2010,아파트,28310,0.5,65
송파구,9,136.33,100000,2022-04-27,1988,아파트,28310,0.5,65
강북구,4,117.98,45000,2022-04-27,2001,아파트,28310,0.5,65
영등포구,16,148.94,180000,2022-04-27,2008,아파트,28310,0.5,65
서초구,6,155,110250,2022-04-27,1979,아파트,28310,0.5,65
서초구,7,105.86,68000,2022-04-27,1981,아파트,28310,0.5,65
송파구,2,156.37,70000,2022-04-27,1993,아파트,28310,0.5,65
영등포구,16,119.47,95000,2022-04-27,2003,아파트,28310,0.5,65
강서구,11,114.86,87000,2022-04-27,2014,아파트,28310,0.5,65
양천구,19,116.38,90000,2022-04-27,2014,아파트,28310,0.5,65
강남구,3,122.85,115500,2022-04-27,2005,아파트,28310,0.5,65
강남구,7,110.39,40000,2022-04-27,1989,아파트,28310,0.5,65
영등포구,1,114.08,48300,2022-04-27,2004,아파트,28310,0.5,65
구로구,16,111.69,53000,2022-04-27,1997,아파트,28310,0.5,65
영등포구,3,133.34,85000,2022-04-27,2004,아파트,28310,0.5,65
영등포구,11,133.42,88200,2022-04-27,2003,아파트,28310,0.5,65
관악구,9,114.7,42000,2022-04-27,2008,아파트,28310,0.5,65
은평구,1,133.7,4000,2022-04-26,1985,단독/다가구,28310,0.5,65
노원구,3,114.97,50400,2022-04-26,2002,아파트,28310,0.5,65
서초구,2,115,105000,2022-04-26,1987,아파트,28310,0.5,65
중랑구,31,111.56,90000,2022-04-26,2013,아파트,28310,0.5,65
영등포구,9,117.54,38000,2022-04-26,1984,아파트,28310,0.5,65
노원구,21,109.4,49000,2022-04-26,1995,아파트,28310,0.5,65
동대문구,18,114.94,60000,2022-04-26,2002,아파트,28310,0.5,65
강동구,20,114.63,75000,2022-04-26,2007,아파트,28310,0.5,65
은평구,8,114.84,42000,2022-04-26,1999,아파트,28310,0.5,65
서대문구,4,135.91,65000,2022-04-26,2007,아파트,28310,0.5,65
서초구,19,127.31,94500,2022-04-26,2004,아파트,28310,0.5,65
동작구,13,172.51,80000,2022-04-26,1996,아파트,28310,0.5,65
양천구,20,116.38,65000,2022-04-26,2014,아파트,28310,0.5,65
서초구,14,148.86,157500,2022-04-26,2004,아파트,28310,0.5,65
양천구,10,99.21,94500,2022-04-26,2004,오피스텔,28310,0.5,65
서초구,2,117.19,73500,2022-04-26,1991,아파트,28310,0.5,65
강남구,11,134.44,150000,2022-04-26,1994,아파트,28310,0.5,65
서초구,10,107.31,85890,2022-04-26,1978,아파트,28310,0.5,65
강남구,13,108.36,64000,2022-04-26,1983,아파트,28310,0.5,65
은평구,10,101.9,41000,2022-04-26,2010,아파트,28310,0.5,65
은평구,3,134.43,57750,2022-04-26,2010,아파트,28310,0.5,65
서초구,7,136.38,119500,2022-04-26,1985,아파트,28310,0.5,65
송파구,7,120,67200,2022-04-26,1979,아파트,28310,0.5,65
동대문구,1,232.18,38000,2022-04-25,1994,단독/다가구,28310,0.5,65
관악구,10,115.72,57330,2022-04-25,2003,아파트,28310,0.5,65
성동구,1,110.82,40000,2022-04-25,1994,단독/다가구,28310,0.5,65
성동구,1,143.22,16000,2022-04-25,2006,단독/다가구,28310,0.5,65
광진구,1,142.5,15000,2022-04-25,1990,단독/다가구,28310,0.5,65
관악구,5,116.72,78500,2022-04-25,2020,아파트,28310,0.5,65
강남구,6,166.48,112000,2022-04-25,1984,아파트,28310,0.5,65
관악구,1,114.69,55650,2022-04-25,2004,아파트,28310,0.5,65
성북구,2,114.73,58000,2022-04-25,2005,아파트,28310,0.5,65
동작구,10,131.64,73500,2022-04-25,2003,아파트,28310,0.5,65
구로구,20,114.95,44000,2022-04-25,1999,아파트,28310,0.5,65
서대문구,2,135.91,52500,2022-04-25,2007,아파트,28310,0.5,65
서초구,16,133.45,180000,2022-04-25,2006,아파트,28310,0.5,65
양천구,5,126.53,115000,2022-04-25,1987,아파트,28310,0.5,65
동대문구,2,137.42,45150,2022-04-25,1978,아파트,28310,0.5,65
도봉구,17,118.38,65000,2022-04-25,2002,아파트,28310,0.5,65
서초구,4,98.99,73000,2022-04-25,2003,아파트,28310,0.5,65
동작구,2,108.08,80000,2022-04-25,1993,아파트,28310,0.5,65
송파구,6,103.96,72000,2022-04-25,2006,아파트,28310,0.5,65
송파구,4,108.81,92000,2022-04-25,2022,아파트,28310,0.5,65
송파구,11,108.81,85000,2022-04-25,2022,아파트,28310,0.5,65
송파구,14,101.46,83000,2022-04-25,2018,아파트,28310,0.5,65
종로구,6,111.97,77700,2022-04-25,2007,아파트,28310,0.5,65
도봉구,16,135,73000,2022-04-25,1997,아파트,28310,0.5,65
송파구,14,136.33,85000,2022-04-25,1988,아파트,28310,0.5,65
은평구,16,101.94,78000,2022-04-25,2010,아파트,28310,0.5,65
성북구,13,113.67,51450,2022-04-25,1998,아파트,28310,0.5,65
구로구,13,114.99,53000,2022-04-25,2001,아파트,28310,0.5,65
강남구,9,131.83,130000,2022-04-25,1986,아파트,28310,0.5,65
은평구,1,117.27,32000,2022-04-25,1991,다세대/연립,28310,0.5,65
강남구,1,136.26,105000,2022-04-25,1992,아파트,28310,0.5,65
서대문구,4,142.98,60000,2022-04-25,1997,아파트,28310,0.5,65
강서구,3,144.12,68000,2022-04-25,2002,아파트,28310,0.5,65
강남구,5,116.29,180000,2022-04-24,2006,아파트,28310,0.5,65
동작구,12,164.88,49800,2022-04-24,1997,아파트,28310,0.5,65
동작구,9,114.99,50000,2022-04-24,2004,아파트,28310,0.5,65
은평구,3,125.75,53000,2022-04-24,1988,아파트,28310,0.5,65
중구,11,122.28,70000,2022-04-23,1993,아파트,28310,0.5,65
광진구,1,110.22,55000,2022-04-23,1983,아파트,28310,0.5,65
강동구,8,115,52500,2022-04-23,1999,아파트,28310,0.5,65
서초구,5,142.02,79000,2022-04-23,2003,다세대/연립,28310,0.5,65
서초구,1,243.37,137000,2022-04-23,1994,다세대/연립,28310,0.5,65
구로구,10,114.85,57500,2022-04-23,2011,아파트,28310,0.5,65
서초구,13,160.46,125000,2022-04-23,1979,아파트,28310,0.5,65
양천구,1,108.75,9000,2022-04-23,2020,단독/다가구,28310,0.5,65
용산구,1,105.6,36750,2022-04-23,1996,단독/다가구,28310,0.5,65
노원구,8,122.18,38850,2022-04-23,1989,아파트,28310,0.5,65
성북구,3,114.75,65000,2022-04-23,2003,아파트,28310,0.5,65
강서구,12,117.24,52500,2022-04-23,2004,아파트,28310,0.5,65
송파구,6,100.82,105000,2022-04-23,1988,아파트,28310,0.5,65
송파구,12,114.63,80000,2022-04-23,1998,아파트,28310,0.5,65
서초구,1,108.42,95000,2022-04-23,1979,아파트,28310,0.5,65
서초구,2,143.95,88200,2022-04-23,1983,아파트,28310,0.5,65
서초구,6,150.58,115500,2022-04-23,1978,아파트,28310,0.5,65
송파구,9,105.99,71400,2022-04-23,2001,아파트,28310,0.5,65
송파구,4,108.81,80000,2022-04-23,2022,아파트,28310,0.5,65
강동구,15,114.93,57750,2022-04-23,1999,아파트,28310,0.5,65
강남구,11,134.44,126000,2022-04-23,1994,아파트,28310,0.5,65
마포구,8,104.77,70350,2022-04-23,2005,아파트,28310,0.5,65
마포구,7,104.32,64000,2022-04-23,2005,아파트,28310,0.5,65
동작구,6,114.63,47500,2022-04-23,1994,아파트,28310,0.5,65
용산구,7,104.86,50000,2022-04-23,1979,아파트,28310,0.5,65
동작구,14,114.94,57750,2022-04-23,1999,아파트,28310,0.5,65
서초구,9,216.49,246750,2022-04-23,2009,아파트,28310,0.5,65
동대문구,15,102.15,47000,2022-04-23,1978,아파트,28310,0.5,65
강남구,13,121.93,162750,2022-04-23,2007,아파트,28310,0.5,65
서초구,11,133.45,119500,2022-04-23,2006,아파트,28310,0.5,65
노원구,12,115.26,93000,2022-04-23,1993,아파트,28310,0.5,65
노원구,3,115.26,100000,2022-04-23,1993,아파트,28310,0.5,65
성북구,5,114.68,56700,2022-04-23,2006,아파트,28310,0.5,65
강남구,2,142.77,132870,2022-04-23,1978,아파트,28310,0.5,65
노원구,4,114.39,71400,2022-04-23,1993,아파트,28310,0.5,65
구로구,7,114.55,57000,2022-04-23,2001,아파트,28310,0.5,65
용산구,3,102.88,68000,2022-04-23,1992,다세대/연립,28310,0.5,65
강남구,3,105.56,54600,2022-04-23,2004,다세대/연립,28310,0.5,65
금천구,16,114.84,44000,2022-04-23,2004,아파트,28310,0.5,65
강동구,12,114.86,91350,2022-04-23,2020,아파트,28310,0.5,65
강남구,8,108.09,150000,2022-04-23,2021,아파트,28310,0.5,65
강남구,10,106.22,73500,2022-04-22,1981,아파트,28310,0.5,65
송파구,21,108.05,79000,2022-04-22,2022,아파트,28310,0.5,65
송파구,5,108.81,82000,2022-04-22,2022,아파트,28310,0.5,65
강서구,3,128.81,84000,2022-04-22,2015,아파트,28310,0.5,65
노원구,6,131.25,47000,2022-04-22,2009,아파트,28310,0.5,65
성동구,1,102.08,42000,2022-04-22,1982,아파트,28310,0.5,65
영등포구,1,105.74,36750,2022-04-22,1988,단독/다가구,28310,0.5,65
강동구,12,114.98,58800,2022-04-22,2011,아파트,28310,0.5,65
양천구,11,108.69,94500,2022-04-22,1999,아파트,28310,0.5,65
용산구,6,140.81,75000,2022-04-22,1984,아파트,28310,0.5,65
구로구,7,114.85,22848,2022-04-22,2011,아파트,28310,0.5,65
구로구,16,114.12,45150,2022-04-22,1999,아파트,28310,0.5,65
양천구,15,98.63,67200,2022-04-22,1987,아파트,28310,0.5,65
강남구,20,89.36,150000,2022-04-22,2011,아파트,28310,0.5,65
강남구,4,126.46,116000,2022-04-22,1985,아파트,28310,0.5,65
송파구,1,140,70000,2022-04-22,1993,다세대/연립,28310,0.5,65
양천구,13,114.98,40992,2022-04-22,2011,아파트,28310,0.5,65
마포구,10,114.26,64800,2022-04-22,2010,아파트,28310,0.5,65
양천구,7,134.77,89000,2022-04-22,2006,아파트,28310,0.5,65
은평구,12,166.96,85000,2022-04-22,2010,아파트,28310,0.5,65
은평구,12,101.95,65000,2022-04-22,2010,아파트,28310,0.5,65
양천구,5,114.93,47250,2022-04-22,1997,아파트,28310,0.5,65
구로구,21,138.41,110000,2022-04-22,2000,아파트,28310,0.5,65
성북구,2,114.97,63000,2022-04-22,2009,아파트,28310,0.5,65
강북구,2,122.41,57750,2022-04-22,2005,다세대/연립,28310,0.5,65
강남구,7,147.96,162800,2022-04-22,2006,아파트,28310,0.5,65
동작구,6,164.79,84000,2022-04-22,1993,아파트,28310,0.5,65
강서구,14,131.4,52500,2022-04-22,1993,아파트,28310,0.5,65
강남구,3,144.55,168000,2022-04-22,2006,아파트,28310,0.5,65
강북구,5,114.85,42000,2022-04-22,2004,아파트,28310,0.5,65
노원구,20,114.97,60000,2022-04-22,2002,아파트,28310,0.5,65
서대문구,19,120.49,115000,2022-04-21,2015,아파트,28310,0.5,65
관악구,1,135.44,8000,2022-04-21,2001,단독/다가구,28310,0.5,65
강남구,2,114.17,115000,2022-04-21,2006,아파트,28310,0.5,65
강남구,20,114.15,241500,2022-04-21,2015,아파트,28310,0.5,65
서대문구,5,114.63,50000,2022-04-21,1995,아파트,28310,0.5,65
성북구,4,114.73,53500,2022-04-21,2005,아파트,28310,0.5,65
중랑구,20,134.88,45500,2022-04-21,1997,아파트,28310,0.5,65
양천구,9,114.65,100000,2022-04-21,1998,아파트,28310,0.5,65
강남구,9,161.19,170000,2022-04-21,1976,아파트,28310,0.5,65
서초구,4,133.28,108000,2022-04-21,2006,아파트,28310,0.5,65
송파구,1,146.96,80000,2022-04-21,1984,아파트,28310,0.5,65
강남구,2,127.61,150000,2022-04-21,1983,아파트,28310,0.5,65
강남구,5,114.65,133350,2022-04-21,2006,아파트,28310,0.5,65
강남구,1,114.69,70800,2022-04-21,2011,아파트,28310,0.5,65
중구,3,103.93,84000,2022-04-21,2002,다세대/연립,28310,0.5,65
광진구,3,183.87,99750,2022-04-21,1997,아파트,28310,0.5,65
송파구,12,186.46,180000,2022-04-21,2008,아파트,28310,0.5,65
마포구,9,114.26,64800,2022-04-21,2010,아파트,28310,0.5,65
동작구,8,118.25,80000,2022-04-21,1993,아파트,28310,0.5,65
마포구,9,114.72,70600,2022-04-21,2010,아파트,28310,0.5,65
노원구,4,106.25,55000,2022-04-21,1989,아파트,28310,0.5,65
송파구,2,101.8,79800,2022-04-21,2016,아파트,28310,0.5,65
서초구,16,112.95,178500,2022-04-21,2018,아파트,28310,0.5,65
송파구,9,126.18,89250,2022-04-21,1988,아파트,28310,0.5,65
서초구,7,107.31,71400,2022-04-21,1978,아파트,28310,0.5,65
구로구,14,114.85,22848,2022-04-21,2011,아파트,28310,0.5,65
송파구,7,135.82,210000,2022-04-21,2006,아파트,28310,0.5,65
구로구,4,114.85,36540,2022-04-21,2011,아파트,28310,0.5,65
양천구,4,134.77,120000,2022-04-21,2006,아파트,28310,0.5,65
강남구,12,99.79,98000,2022-04-21,1993,아파트,28310,0.5,65
송파구,3,101.46,90000,2022-04-21,2018,아파트,28310,0.5,65
송파구,1,115,42000,2022-04-21,1987,단독/다가구,28310,0.5,65
